# algorithm	order	size	timeNs
JavaArraysSort	ascending	1024	5709
JavaArraysSort	ascending	2048	2917
JavaArraysSort	ascending	4096	2458
JavaArraysSort	ascending	8192	2375
JavaArraysSort	ascending	16384	4500
JavaArraysSort	ascending	32768	7834
JavaArraysSort	ascending	65536	11583
JavaArraysSort	ascending	131072	26084
JavaArraysSort	ascending	262144	45917
JavaArraysSort	ascending	524288	77458
JavaArraysSort	ascending	1048576	156084
JavaArraysSort	ascending	2097152	307625
JavaArraysSort	ascending	4194304	605250
JavaArraysSort	ascending	8388608	957834
JavaArraysSort	ascending	16777216	2377125
JavaArraysSort	ascending	33554432	4783459
JavaArraysSort	ascending	67108864	9585417
JavaArraysSort	ascending	134217728	19032208
JavaArraysSort	ascending	268435456	37913125
JavaArraysSort	descending	1024	3541
JavaArraysSort	descending	2048	3583
JavaArraysSort	descending	4096	3500
JavaArraysSort	descending	8192	5375
JavaArraysSort	descending	16384	9542
JavaArraysSort	descending	32768	17709
JavaArraysSort	descending	65536	33083
JavaArraysSort	descending	131072	56542
JavaArraysSort	descending	262144	100250
JavaArraysSort	descending	524288	197667
JavaArraysSort	descending	1048576	396750
JavaArraysSort	descending	2097152	771458
JavaArraysSort	descending	4194304	1563208
JavaArraysSort	descending	8388608	3096750
JavaArraysSort	descending	16777216	5926291
JavaArraysSort	descending	33554432	12076250
JavaArraysSort	descending	67108864	25124250
JavaArraysSort	descending	134217728	52163958
JavaArraysSort	descending	268435456	101280667
QuicksortVariant1(pivot: RIGHT)	random	1024	246875
QuicksortVariant1(pivot: RIGHT)	random	2048	438375
QuicksortVariant1(pivot: RIGHT)	random	4096	390166
QuicksortVariant1(pivot: RIGHT)	random	8192	526667
QuicksortVariant1(pivot: RIGHT)	random	16384	1059709
QuicksortVariant1(pivot: RIGHT)	random	32768	1391250
QuicksortVariant1(pivot: RIGHT)	random	65536	2602459
QuicksortVariant1(pivot: RIGHT)	random	131072	5418750
QuicksortVariant1(pivot: RIGHT)	random	262144	11723500
QuicksortVariant1(pivot: RIGHT)	random	524288	24665583
QuicksortVariant1(pivot: RIGHT)	random	1048576	52946375
QuicksortVariant1(pivot: RIGHT)	random	2097152	108980875
QuicksortVariant1(pivot: RIGHT)	random	4194304	219191875
QuicksortVariant1(pivot: RIGHT)	random	8388608	456696125
QuicksortVariant1(pivot: RIGHT)	random	16777216	957704583
QuicksortVariant1(pivot: RIGHT)	random	33554432	2015198958
QuicksortVariant1(pivot: RIGHT)	random	67108864	4211213083
QuicksortVariant1(pivot: RIGHT)	random	134217728	8530100125
QuicksortVariant1(pivot: RIGHT)	random	268435456	17783829917
QuicksortVariant1(pivot: RIGHT)	ascending	1024	142334
QuicksortVariant1(pivot: RIGHT)	ascending	2048	516375
QuicksortVariant1(pivot: RIGHT)	ascending	4096	1989500
QuicksortVariant1(pivot: RIGHT)	ascending	8192	7901250
QuicksortVariant1(pivot: RIGHT)	ascending	16384	34880042
QuicksortVariant1(pivot: RIGHT)	ascending	32768	SOE
QuicksortVariant1(pivot: RIGHT)	descending	1024	158834
QuicksortVariant1(pivot: RIGHT)	descending	2048	557958
QuicksortVariant1(pivot: RIGHT)	descending	4096	2250459
QuicksortVariant1(pivot: RIGHT)	descending	8192	7802000
QuicksortVariant1(pivot: RIGHT)	descending	16384	30990791
QuicksortVariant1(pivot: RIGHT)	descending	32768	SOE
QuicksortVariant1(pivot: MIDDLE)	random	1024	39708
QuicksortVariant1(pivot: MIDDLE)	random	2048	76584
QuicksortVariant1(pivot: MIDDLE)	random	4096	149166
QuicksortVariant1(pivot: MIDDLE)	random	8192	289833
QuicksortVariant1(pivot: MIDDLE)	random	16384	597375
QuicksortVariant1(pivot: MIDDLE)	random	32768	1290209
QuicksortVariant1(pivot: MIDDLE)	random	65536	2642541
QuicksortVariant1(pivot: MIDDLE)	random	131072	5658167
QuicksortVariant1(pivot: MIDDLE)	random	262144	11878208
QuicksortVariant1(pivot: MIDDLE)	random	524288	24325417
QuicksortVariant1(pivot: MIDDLE)	random	1048576	51456917
QuicksortVariant1(pivot: MIDDLE)	random	2097152	106174917
QuicksortVariant1(pivot: MIDDLE)	random	4194304	226219709
QuicksortVariant1(pivot: MIDDLE)	random	8388608	459887208
QuicksortVariant1(pivot: MIDDLE)	random	16777216	976866084
QuicksortVariant1(pivot: MIDDLE)	random	33554432	2025212167
QuicksortVariant1(pivot: MIDDLE)	random	67108864	4143692416
QuicksortVariant1(pivot: MIDDLE)	random	134217728	8705620042
QuicksortVariant1(pivot: MIDDLE)	random	268435456	17827712875
QuicksortVariant1(pivot: MIDDLE)	ascending	1024	8000
QuicksortVariant1(pivot: MIDDLE)	ascending	2048	14667
QuicksortVariant1(pivot: MIDDLE)	ascending	4096	25417
QuicksortVariant1(pivot: MIDDLE)	ascending	8192	46708
QuicksortVariant1(pivot: MIDDLE)	ascending	16384	79333
QuicksortVariant1(pivot: MIDDLE)	ascending	32768	171208
QuicksortVariant1(pivot: MIDDLE)	ascending	65536	330583
QuicksortVariant1(pivot: MIDDLE)	ascending	131072	717625
QuicksortVariant1(pivot: MIDDLE)	ascending	262144	1441958
QuicksortVariant1(pivot: MIDDLE)	ascending	524288	3153375
QuicksortVariant1(pivot: MIDDLE)	ascending	1048576	6505625
QuicksortVariant1(pivot: MIDDLE)	ascending	2097152	12901042
QuicksortVariant1(pivot: MIDDLE)	ascending	4194304	27051500
QuicksortVariant1(pivot: MIDDLE)	ascending	8388608	56768625
QuicksortVariant1(pivot: MIDDLE)	ascending	16777216	117227542
QuicksortVariant1(pivot: MIDDLE)	ascending	33554432	241660625
QuicksortVariant1(pivot: MIDDLE)	ascending	67108864	491271083
QuicksortVariant1(pivot: MIDDLE)	ascending	134217728	1039926250
QuicksortVariant1(pivot: MIDDLE)	ascending	268435456	2078059000
QuicksortVariant1(pivot: MIDDLE)	descending	1024	10000
QuicksortVariant1(pivot: MIDDLE)	descending	2048	14708
QuicksortVariant1(pivot: MIDDLE)	descending	4096	24167
QuicksortVariant1(pivot: MIDDLE)	descending	8192	52250
QuicksortVariant1(pivot: MIDDLE)	descending	16384	96084
QuicksortVariant1(pivot: MIDDLE)	descending	32768	186375
QuicksortVariant1(pivot: MIDDLE)	descending	65536	386542
QuicksortVariant1(pivot: MIDDLE)	descending	131072	797709
QuicksortVariant1(pivot: MIDDLE)	descending	262144	1635542
QuicksortVariant1(pivot: MIDDLE)	descending	524288	3502458
QuicksortVariant1(pivot: MIDDLE)	descending	1048576	6948625
QuicksortVariant1(pivot: MIDDLE)	descending	2097152	14708958
QuicksortVariant1(pivot: MIDDLE)	descending	4194304	30152333
QuicksortVariant1(pivot: MIDDLE)	descending	8388608	63963917
QuicksortVariant1(pivot: MIDDLE)	descending	16777216	131359750
QuicksortVariant1(pivot: MIDDLE)	descending	33554432	271834375
QuicksortVariant1(pivot: MIDDLE)	descending	67108864	550494750
QuicksortVariant1(pivot: MIDDLE)	descending	134217728	1149145834
QuicksortVariant1(pivot: MIDDLE)	descending	268435456	2340345166
QuicksortVariant1(pivot: MEDIAN3)	random	1024	92750
QuicksortVariant1(pivot: MEDIAN3)	random	2048	106875
QuicksortVariant1(pivot: MEDIAN3)	random	4096	159333
QuicksortVariant1(pivot: MEDIAN3)	random	8192	315000
QuicksortVariant1(pivot: MEDIAN3)	random	16384	677042
QuicksortVariant1(pivot: MEDIAN3)	random	32768	1392292
QuicksortVariant1(pivot: MEDIAN3)	random	65536	2791167
QuicksortVariant1(pivot: MEDIAN3)	random	131072	6070167
QuicksortVariant1(pivot: MEDIAN3)	random	262144	12846500
QuicksortVariant1(pivot: MEDIAN3)	random	524288	26714750
QuicksortVariant1(pivot: MEDIAN3)	random	1048576	54640625
QuicksortVariant1(pivot: MEDIAN3)	random	2097152	114030083
QuicksortVariant1(pivot: MEDIAN3)	random	4194304	240585792
QuicksortVariant1(pivot: MEDIAN3)	random	8388608	499653666
QuicksortVariant1(pivot: MEDIAN3)	random	16777216	1021982458
QuicksortVariant1(pivot: MEDIAN3)	random	33554432	2159418375
QuicksortVariant1(pivot: MEDIAN3)	random	67108864	4441437959
QuicksortVariant1(pivot: MEDIAN3)	random	134217728	9227655750
QuicksortVariant1(pivot: MEDIAN3)	random	268435456	19029047625
QuicksortVariant1(pivot: MEDIAN3)	ascending	1024	10041
QuicksortVariant1(pivot: MEDIAN3)	ascending	2048	16708
QuicksortVariant1(pivot: MEDIAN3)	ascending	4096	23208
QuicksortVariant1(pivot: MEDIAN3)	ascending	8192	52875
QuicksortVariant1(pivot: MEDIAN3)	ascending	16384	96125
QuicksortVariant1(pivot: MEDIAN3)	ascending	32768	199792
QuicksortVariant1(pivot: MEDIAN3)	ascending	65536	379041
QuicksortVariant1(pivot: MEDIAN3)	ascending	131072	828791
QuicksortVariant1(pivot: MEDIAN3)	ascending	262144	1595959
QuicksortVariant1(pivot: MEDIAN3)	ascending	524288	3425708
QuicksortVariant1(pivot: MEDIAN3)	ascending	1048576	6892458
QuicksortVariant1(pivot: MEDIAN3)	ascending	2097152	15265542
QuicksortVariant1(pivot: MEDIAN3)	ascending	4194304	30195083
QuicksortVariant1(pivot: MEDIAN3)	ascending	8388608	64946042
QuicksortVariant1(pivot: MEDIAN3)	ascending	16777216	130486584
QuicksortVariant1(pivot: MEDIAN3)	ascending	33554432	269910875
QuicksortVariant1(pivot: MEDIAN3)	ascending	67108864	542776042
QuicksortVariant1(pivot: MEDIAN3)	ascending	134217728	1214954625
QuicksortVariant1(pivot: MEDIAN3)	ascending	268435456	2353017084
QuicksortVariant1(pivot: MEDIAN3)	descending	1024	9958
QuicksortVariant1(pivot: MEDIAN3)	descending	2048	16542
QuicksortVariant1(pivot: MEDIAN3)	descending	4096	33875
QuicksortVariant1(pivot: MEDIAN3)	descending	8192	57584
QuicksortVariant1(pivot: MEDIAN3)	descending	16384	103500
QuicksortVariant1(pivot: MEDIAN3)	descending	32768	227625
QuicksortVariant1(pivot: MEDIAN3)	descending	65536	419208
QuicksortVariant1(pivot: MEDIAN3)	descending	131072	889125
QuicksortVariant1(pivot: MEDIAN3)	descending	262144	1795333
QuicksortVariant1(pivot: MEDIAN3)	descending	524288	3862917
QuicksortVariant1(pivot: MEDIAN3)	descending	1048576	7522875
QuicksortVariant1(pivot: MEDIAN3)	descending	2097152	16135500
QuicksortVariant1(pivot: MEDIAN3)	descending	4194304	32614959
QuicksortVariant1(pivot: MEDIAN3)	descending	8388608	69360875
QuicksortVariant1(pivot: MEDIAN3)	descending	16777216	141811083
QuicksortVariant1(pivot: MEDIAN3)	descending	33554432	293294500
QuicksortVariant1(pivot: MEDIAN3)	descending	67108864	590841666
QuicksortVariant1(pivot: MEDIAN3)	descending	134217728	1290841083
QuicksortVariant1(pivot: MEDIAN3)	descending	268435456	2691044708
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1024	29875
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2048	80500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4096	120500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8192	251375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16384	529792
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	32768	1130833
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	65536	2403875
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	131072	5244958
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	262144	10078542
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	524288	20728875
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	1048576	44396417
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	2097152	92411333
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	4194304	197906375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	8388608	406636000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	16777216	854494625
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	33554432	1838347208
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	67108864	3755809709
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	134217728	8070486792
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	random	268435456	16007242917
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1024	7584
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2048	9000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4096	15459
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8192	32500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16384	57584
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	32768	116167
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	65536	234292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	131072	491833
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	262144	1028125
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	524288	2249875
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	1048576	4566208
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	2097152	9908709
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	4194304	20945125
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	8388608	44614334
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	16777216	91200084
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	33554432	192934834
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	67108864	400214542
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	134217728	848196250
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	ascending	268435456	1743364292
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1024	8125
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2048	11709
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4096	18041
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8192	38458
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16384	59791
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	32768	134625
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	65536	265500
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	131072	590000
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	262144	1144417
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	524288	2620375
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	1048576	5244708
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	2097152	11661208
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	4194304	22353583
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	8388608	49326959
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	16777216	101961958
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	33554432	216236833
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	67108864	441024875
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	134217728	930550250
QuicksortImproved(threshold: 48, partitioning: QuicksortVariant1(pivot: MIDDLE))	descending	268435456	1898678625
DualPivotQuicksort(pivot: THIRDS)	random	1024	40584
DualPivotQuicksort(pivot: THIRDS)	random	2048	68459
DualPivotQuicksort(pivot: THIRDS)	random	4096	135750
DualPivotQuicksort(pivot: THIRDS)	random	8192	290667
DualPivotQuicksort(pivot: THIRDS)	random	16384	557250
DualPivotQuicksort(pivot: THIRDS)	random	32768	1175500
DualPivotQuicksort(pivot: THIRDS)	random	65536	2630375
DualPivotQuicksort(pivot: THIRDS)	random	131072	5242417
DualPivotQuicksort(pivot: THIRDS)	random	262144	11346125
DualPivotQuicksort(pivot: THIRDS)	random	524288	23450666
DualPivotQuicksort(pivot: THIRDS)	random	1048576	49322208
DualPivotQuicksort(pivot: THIRDS)	random	2097152	106156875
DualPivotQuicksort(pivot: THIRDS)	random	4194304	216076958
DualPivotQuicksort(pivot: THIRDS)	random	8388608	445642500
DualPivotQuicksort(pivot: THIRDS)	random	16777216	930469375
DualPivotQuicksort(pivot: THIRDS)	random	33554432	1940231875
DualPivotQuicksort(pivot: THIRDS)	random	67108864	4047182833
DualPivotQuicksort(pivot: THIRDS)	random	134217728	8612963250
DualPivotQuicksort(pivot: THIRDS)	random	268435456	17691091584
DualPivotQuicksort(pivot: THIRDS)	ascending	1024	11375
DualPivotQuicksort(pivot: THIRDS)	ascending	2048	15333
DualPivotQuicksort(pivot: THIRDS)	ascending	4096	27500
DualPivotQuicksort(pivot: THIRDS)	ascending	8192	48250
DualPivotQuicksort(pivot: THIRDS)	ascending	16384	101583
DualPivotQuicksort(pivot: THIRDS)	ascending	32768	180875
DualPivotQuicksort(pivot: THIRDS)	ascending	65536	433417
DualPivotQuicksort(pivot: THIRDS)	ascending	131072	894292
DualPivotQuicksort(pivot: THIRDS)	ascending	262144	1722666
DualPivotQuicksort(pivot: THIRDS)	ascending	524288	4224833
DualPivotQuicksort(pivot: THIRDS)	ascending	1048576	7925792
DualPivotQuicksort(pivot: THIRDS)	ascending	2097152	16824708
DualPivotQuicksort(pivot: THIRDS)	ascending	4194304	37826083
DualPivotQuicksort(pivot: THIRDS)	ascending	8388608	78512833
DualPivotQuicksort(pivot: THIRDS)	ascending	16777216	157922625
DualPivotQuicksort(pivot: THIRDS)	ascending	33554432	334449708
DualPivotQuicksort(pivot: THIRDS)	ascending	67108864	699426875
DualPivotQuicksort(pivot: THIRDS)	ascending	134217728	1432543625
DualPivotQuicksort(pivot: THIRDS)	ascending	268435456	2884345208
DualPivotQuicksort(pivot: THIRDS)	descending	1024	13542
DualPivotQuicksort(pivot: THIRDS)	descending	2048	17875
DualPivotQuicksort(pivot: THIRDS)	descending	4096	26250
DualPivotQuicksort(pivot: THIRDS)	descending	8192	55416
DualPivotQuicksort(pivot: THIRDS)	descending	16384	101833
DualPivotQuicksort(pivot: THIRDS)	descending	32768	182500
DualPivotQuicksort(pivot: THIRDS)	descending	65536	461000
DualPivotQuicksort(pivot: THIRDS)	descending	131072	895750
DualPivotQuicksort(pivot: THIRDS)	descending	262144	1766625
DualPivotQuicksort(pivot: THIRDS)	descending	524288	4347250
DualPivotQuicksort(pivot: THIRDS)	descending	1048576	8322333
DualPivotQuicksort(pivot: THIRDS)	descending	2097152	16892583
DualPivotQuicksort(pivot: THIRDS)	descending	4194304	38150334
DualPivotQuicksort(pivot: THIRDS)	descending	8388608	74468833
DualPivotQuicksort(pivot: THIRDS)	descending	16777216	159651250
DualPivotQuicksort(pivot: THIRDS)	descending	33554432	328469917
DualPivotQuicksort(pivot: THIRDS)	descending	67108864	710761500
DualPivotQuicksort(pivot: THIRDS)	descending	134217728	1434542542
DualPivotQuicksort(pivot: THIRDS)	descending	268435456	3002410000
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	1024	34416
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	2048	59292
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	4096	139167
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	8192	294000
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	16384	644291
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	32768	1302666
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	65536	2765458
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	131072	5977959
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	262144	12862667
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	524288	27095333
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	1048576	58250709
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	2097152	119342250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	4194304	252957042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	8388608	522446875
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	16777216	1109954208
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	33554432	2369008250
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	67108864	4919798750
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	134217728	10147566000
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	random	268435456	21252597083
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	1024	9833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	2048	16625
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	4096	27084
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	8192	63917
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	16384	138500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	32768	364959
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	65536	642833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	131072	1281500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	262144	2817792
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	524288	6396834
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	1048576	12563333
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	2097152	27518125
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	4194304	60974792
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	8388608	122956209
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	16777216	257197500
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	33554432	513579041
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	67108864	1151884584
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	134217728	2398387083
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	ascending	268435456	4753913958
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	1024	11042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	2048	16625
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	4096	31208
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	8192	62917
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	16384	134334
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	32768	259583
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	65536	646833
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	131072	1273750
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	262144	2805416
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	524288	6488083
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	1048576	12855042
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	2097152	27575209
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	4194304	61676166
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	8388608	123370416
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	16777216	261470792
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	33554432	516124958
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	67108864	1155456959
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	134217728	2398156125
DualPivotQuicksortImproved(threshold: 64, pivot: THIRDS)	descending	268435456	4812126084
JavaArraysSort	random	1024	38500
JavaArraysSort	random	2048	56375
JavaArraysSort	random	4096	112375
JavaArraysSort	random	8192	235208
JavaArraysSort	random	16384	485916
JavaArraysSort	random	32768	1047458
JavaArraysSort	random	65536	2113167
JavaArraysSort	random	131072	4775125
JavaArraysSort	random	262144	9709208
JavaArraysSort	random	524288	20719500
JavaArraysSort	random	1048576	44134209
JavaArraysSort	random	2097152	91644000
JavaArraysSort	random	4194304	195663458
JavaArraysSort	random	8388608	404355250
JavaArraysSort	random	16777216	830382416
JavaArraysSort	random	33554432	1770667750
JavaArraysSort	random	67108864	3650964333
JavaArraysSort	random	134217728	7793658250
JavaArraysSort	random	268435456	15303809042
JavaArraysSort	ascending	1024	4625
JavaArraysSort	ascending	2048	3000
JavaArraysSort	ascending	4096	2500
JavaArraysSort	ascending	8192	3833
JavaArraysSort	ascending	16384	7792
JavaArraysSort	ascending	32768	6875
JavaArraysSort	ascending	65536	12167
JavaArraysSort	ascending	131072	21375
JavaArraysSort	ascending	262144	40917
JavaArraysSort	ascending	524288	80208
JavaArraysSort	ascending	1048576	158417
JavaArraysSort	ascending	2097152	341125
JavaArraysSort	ascending	4194304	765500
JavaArraysSort	ascending	8388608	1251625
JavaArraysSort	ascending	16777216	2190750
JavaArraysSort	ascending	33554432	4893917
JavaArraysSort	ascending	67108864	9912209
JavaArraysSort	ascending	134217728	18353125
JavaArraysSort	ascending	268435456	37456625
JavaArraysSort	descending	1024	3875
JavaArraysSort	descending	2048	2292
JavaArraysSort	descending	4096	3333
JavaArraysSort	descending	8192	5083
JavaArraysSort	descending	16384	9542
JavaArraysSort	descending	32768	12958
JavaArraysSort	descending	65536	25333
JavaArraysSort	descending	131072	51666
JavaArraysSort	descending	262144	96167
JavaArraysSort	descending	524288	227750
JavaArraysSort	descending	1048576	425042
JavaArraysSort	descending	2097152	727458
JavaArraysSort	descending	4194304	1452292
JavaArraysSort	descending	8388608	3025708
JavaArraysSort	descending	16777216	6088667
JavaArraysSort	descending	33554432	12315792
JavaArraysSort	descending	67108864	24482875
JavaArraysSort	descending	134217728	50496750
JavaArraysSort	descending	268435456	98717000
QuicksortVariant1(pivot: RIGHT)	random	1024	40333
QuicksortVariant1(pivot: RIGHT)	random	2048	62417
QuicksortVariant1(pivot: RIGHT)	random	4096	159833
QuicksortVariant1(pivot: RIGHT)	random	8192	312166
QuicksortVariant1(pivot: RIGHT)	random	16384	634083
QuicksortVariant1(pivot: RIGHT)	random	32768	1221583
